state,city,popular_destination,latitude,longitude,interest,google_rating,price_fare
Tamil Nadu,Thanjavur,Brihadeeswarar Temple,10.239109,77.485476,Religious & Spiritual Pilgrimages,4.1,₹0
Tamil Nadu,Thanjavur,Gangaikonda Cholapuram,10.782695,77.497746,Cultural & Heritage Sites,4.7,₹0
Tamil Nadu,Thanjavur,Shiva Ganga Garden,11.207588,79.131459,Sightseeing & Exploration,4.7,₹0
Tamil Nadu,Thanjavur,Thanjavur Royal Palace and Art Gallery,10.792940,79.196104,Cultural & Heritage Sites,4.5,₹0
Tamil Nadu,Mahabalipuram,Pancha Ratha,12.608893,80.189613,Cultural & Heritage Sites,4.7,₹0
Tamil Nadu,Mahabalipuram,Arjuna's Penance,12.617950,80.192703,Sightseeing & Exploration,4.5,₹0
Tamil Nadu,Mahabalipuram,Crocodile farm,11.127123,78.656894,Sightseeing & Exploration,4.6,₹0
Tamil Nadu,Yercaud,Yercaud Lake,11.784142,78.210230,Sightseeing & Exploration,4.5,₹0
Tamil Nadu,Yercaud,Grange Treetop Adventure,11.777644,78.220854,Adventure & Outdoor Activities,4.1,₹0
Telangana,Hyderabad,Hussain Sagar Lake,17.383309,78.401053,Natural Landscapes & Wildlife,4.3,₹0
Telangana,Hyderabad,Lad Bazaar,17.397371,78.400114,Shopping & Markets,4.0,₹0
Telangana,Hyderabad,Birla Mandir,17.362879,78.474129,Religious & Spiritual Pilgrimages,4.7,₹0
Tripura,Agartala,Raima valley,23.563864,91.676069,Natural Landscapes & Wildlife,4.9,₹0
Tripura,Agartala,Buddha temple,23.563864,91.676069,Religious & Spiritual Pilgrimages,4.8,₹0
Tripura,Agartala,Neermahal,23.506441,91.315034,Cultural & Heritage Sites,3.8,₹0
Tripura,Agartala,Ummaneshwar temple,23.837611,91.281800,Religious & Spiritual Pilgrimages,4.7,₹0
Tripura,Agartala,Chittagong hills,23.563864,91.676069,Natural Landscapes & Wildlife,4.3,₹0
Uttar Pradesh,Agra,Fatehpur Sikri,27.094529,77.667929,Cultural & Heritage Sites,4.6,₹0
Uttar Pradesh,Agra,Jama Masjid,28.650679,77.233442,Religious & Spiritual Pilgrimages,4.8,₹0
Uttar Pradesh,Agra,Humayun's Mosque,27.182485,78.039376,Religious & Spiritual Pilgrimages,4.8,₹0
Uttar Pradesh,Agra,Kinari bazar,28.654980,77.230833,Shopping & Markets,4.4,₹0
Uttar Pradesh,Agra,Sadar bazaar,28.658511,77.212731,Shopping & Markets,4.7,₹0
Uttar Pradesh,Agra,Shah market,27.204407,78.005373,Shopping & Markets,4.6,₹0
Uttar Pradesh,Agra,TDI mall,28.650840,77.120621,Shopping & Markets,4.5,₹0
Uttar Pradesh,Agra,Subhash bazzar,28.976477,77.706397,Shopping & Markets,4.8,₹0
Uttar Pradesh,Varanasi,Kashi Vishwanath Temple,25.310853,83.010678,Religious & Spiritual Pilgrimages,4.7,₹0
Uttar Pradesh,Varanasi,Dashashwamedh Ghat,25.306186,83.010286,Religious & Spiritual Pilgrimages,4.4,₹0
Uttar Pradesh,Varanasi,Sunset Boat Ride on the Ganges,27.403640,83.009124,Sightseeing & Exploration,4.2,₹0
Uttar Pradesh,Varanasi,Sarnath pilgrim spot,25.371556,83.025214,Religious & Spiritual Pilgrimages,4.0,₹0
Uttar Pradesh,Varanasi,Puran Das Road,25.317645,82.973914,Sightseeing & Exploration,4.6,₹0
Uttar Pradesh,Varanasi,Gol Ganj,25.317645,82.973914,Cultural & Heritage Sites,4.3,₹0
Uttar Pradesh,Varanasi,Mandir Gali,25.314133,83.011924,Cultural & Heritage Sites,4.4,₹0
Uttar Pradesh,Varanasi,Assi Ghat,25.288648,83.006762,Religious & Spiritual Pilgrimages,4.3,₹0
Uttar Pradesh,Varanasi,Godowlia market,25.310075,83.009649,Shopping & Markets,4.5,₹0
Uttar Pradesh,Varanasi,The Banarasi Silk Emporium,25.315424,82.997550,Shopping & Markets,4.7,₹0
Uttar Pradesh,Lucknow,Hazratganj market,26.854154,80.944783,Shopping & Markets,4.9,₹0
Uttar Pradesh,Lucknow,British Residency,26.860637,80.926786,Cultural & Heritage Sites,4.5,₹0
Uttar Pradesh,Lucknow,Marine Drive,18.943211,72.822998,Sightseeing & Exploration,4.3,₹0
Uttar Pradesh,Lucknow,Chowk market,26.865859,80.911250,Shopping & Markets,4.3,₹0
Uttar Pradesh,Lucknow,Phoenix United mall,26.798631,80.896971,Shopping & Markets,4.3,₹0
Uttar Pradesh,Mathura,Kusum Sarovar,27.511932,77.478694,Natural Landscapes & Wildlife,4.4,₹0
Uttar Pradesh,Mathura,Govardhan hills trekking,27.473000,77.444000,Adventure & Outdoor Activities,4.7,₹0
Uttar Pradesh,Mathura,Tilak Dwar market,27.499050,77.684749,Shopping & Markets,4.5,₹0
Uttar Pradesh,Mathura,Krishna Nagar market,28.650982,77.286333,Shopping & Markets,4.3,₹0
Uttar Pradesh,Mathura,Krishna Janmabhoomi temple,27.504888,77.669780,"Religious & Spiritual Pilgrimages, Cultural & Heritage Sites",4.7,₹0
Uttar Pradesh,Ayodhya,Gulab bari,26.779886,82.157532,Natural Landscapes & Wildlife,4.3,₹0
Uttar Pradesh,Ayodhya,Kanak Bhawan,26.798017,82.199216,Religious & Spiritual Pilgrimages,4.5,₹0
Uttar Pradesh,Ayodhya,Nageshwarnath Temple,26.808995,82.205647,Religious & Spiritual Pilgrimages,4.7,₹0
Uttar Pradesh,Ayodhya,Hanuman Garhi,26.795288,82.201643,Religious & Spiritual Pilgrimages,4.5,₹0
Uttar Pradesh,Ayodhya,Ram Janmabhoomi,26.795688,82.194431,"Religious & Spiritual Pilgrimages, Cultural & Heritage Sites",4.8,₹0
Uttar Pradesh,Vrindavan,Govind Devji Temple,26.928834,75.824070,Religious & Spiritual Pilgrimages,4.9,₹0
Uttar Pradesh,Vrindavan,Nidhivan,27.584213,77.697960,Natural Landscapes & Wildlife,4.7,₹0
Uttar Pradesh,Vrindavan,Prem Mandir,27.571852,77.672010,Religious & Spiritual Pilgrimages,4.6,₹0
Uttar Pradesh,Vrindavan,ISKCON temple.,27.562104,77.632431,Religious & Spiritual Pilgrimages,4.3,₹0
Uttar Pradesh,Vrindavan,Banke Bihari Temple,27.580148,77.701082,Religious & Spiritual Pilgrimages,4.8,₹0
Uttar Pradesh,Allahabad,Khusro Bagh,25.442271,81.821039,Natural Landscapes & Wildlife,4.6,₹0
Uttar Pradesh,Allahabad,Anand Bhawan,25.460534,81.859831,"Arts, Science & Literature Attractions",4.6,₹0
Uttar Pradesh,Allahabad,Allahabad Fort,25.429534,81.876840,Cultural & Heritage Sites,4.7,₹0
Uttar Pradesh,Allahabad,Allahabad Pillar,25.431335,81.875062,Cultural & Heritage Sites,4.7,₹0
Uttar Pradesh,Allahabad,All Saints Cathedral,25.274320,81.493504,Religious & Spiritual Pilgrimages,4.0,₹0
Uttar Pradesh,Allahabad,Katra Shopping area,25.469625,81.856265,Shopping & Markets,4.6,₹0
Uttar Pradesh,Allahabad,Chowk market,25.436558,81.834219,Shopping & Markets,4.2,₹0
Uttar Pradesh,Allahabad,Civil Lines shopping area,25.452933,81.834888,Shopping & Markets,4.2,₹0
Uttar Pradesh,Allahabad,Ganga Ghat and baandh wale Hanuman ji,25.429045,81.885027,Religious & Spiritual Pilgrimages,4.3,₹0
Uttar Pradesh,Noida,Brahmaputra Market,28.569900,77.332842,Shopping & Markets,4.7,₹0
Uttar Pradesh,Noida,Grand Venice Mall,28.452535,77.526311,Shopping & Markets,4.8,₹0
Uttar Pradesh,Noida,DLF Mall of India,28.567341,77.321130,Shopping & Markets,4.8,₹0
Uttar Pradesh,Noida,Rashtriya Dalit Prerna Sthal and Green Garden,28.567872,77.311314,Cultural & Heritage Sites,4.2,₹0
Uttar Pradesh,Noida,ISKON temple,28.589181,77.353204,Religious & Spiritual Pilgrimages,4.5,₹0
Uttar Pradesh,Aligarh,Aligarh's clock tower,27.895557,78.073968,Cultural & Heritage Sites,4.2,₹0
Uttar Pradesh,Aligarh,Rajmangal Publishers,27.908851,78.107089,"Arts, Science & Literature Attractions",4.6,₹0
Uttar Pradesh,Aligarh,Maulana Azad Library,27.911992,78.075139,"Cultural & Heritage Sites, Arts, Science & Literature Attractions",4.7,₹0
Uttar Pradesh,Aligarh,Jama Masjid,27.907438,78.072188,Religious & Spiritual Pilgrimages,3.8,₹0
Uttar Pradesh,Aligarh,Khereshwar Temple,27.897433,78.088067,Religious & Spiritual Pilgrimages,4.7,₹0
Uttar Pradesh,Aligarh,Naqvi Park,27.902522,78.073546,Natural Landscapes & Wildlife,4.5,₹0
Uttar Pradesh,Aligarh,Sky High sky-diving drop zone,27.897394,78.088013,Adventure & Outdoor Activities,4.4,₹0
Uttar Pradesh,Meerut,Augarnath Temple,28.996818,77.691162,Religious & Spiritual Pilgrimages,4.8,₹0
Uttar Pradesh,Meerut,Hastinapur,29.156881,77.993850,"Sightseeing & Exploration, Cultural & Heritage Sites",4.5,₹0
Uttar Pradesh,Meerut,Digambar Jain Temple,29.152070,77.779047,Religious & Spiritual Pilgrimages,4.4,₹0
Uttar Pradesh,Meerut,Saint John's Church,29.012748,77.708528,Religious & Spiritual Pilgrimages,4.7,₹0
Uttar Pradesh,Meerut,Abu Lane market,28.996312,77.702050,Shopping & Markets,4.4,₹0
Uttar Pradesh,Meerut,Sadar market,28.994047,77.700851,Shopping & Markets,3.6,₹0
Uttar Pradesh,Meerut,The Shopprix mall,28.948483,77.675368,Shopping & Markets,3.8,₹0
Uttar Pradesh,Meerut,Shapir ki Dargah,28.984462,77.706414,Religious & Spiritual Pilgrimages,4.0,₹0
Uttar Pradesh,Meerut,Suraj Kund Temple,28.977074,77.714804,Religious & Spiritual Pilgrimages,4.8,₹0
Uttar Pradesh,Kanpur,Allen Forest Zoo,26.502869,80.303123,Natural Landscapes & Wildlife,4.7,₹0
Uttar Pradesh,Kanpur,Ram Janki Mandir,26.449923,80.331874,Religious & Spiritual Pilgrimages,4.7,₹0
Uttar Pradesh,Kanpur,Sisamau Bazaar,26.468617,80.324792,Shopping & Markets,4.7,₹0
Uttar Pradesh,Kanpur,Becon Ganj,26.467904,80.341154,Shopping & Markets,4.4,₹0
Uttar Pradesh,Kanpur,ISKON temple,26.539242,80.261803,Religious & Spiritual Pilgrimages,4.4,₹0
Uttar Pradesh,Kanpur,Jain Glass Temple,26.467293,80.352937,Religious & Spiritual Pilgrimages,4.8,₹0
Uttar Pradesh,Kanpur,Valmiki Ashram temple,26.596979,80.270905,Religious & Spiritual Pilgrimages,4.6,₹0
Uttar Pradesh,Kanpur,PPN market,26.474812,80.343417,Shopping & Markets,4.8,₹0
Uttar Pradesh,Kanpur,Moti Mall,26.481227,80.300000,Shopping & Markets,4.3,₹0
Uttar Pradesh,Kanpur,sweets at Civil Lines,26.475035,80.353275,Shopping & Markets,4.2,₹0
Uttar Pradesh,Kanpur,Z-Square mall,26.473272,80.352673,Shopping & Markets,4.4,₹0
Uttarakhand,Nainital,Naini Lake,29.386862,79.459841,Natural Landscapes & Wildlife,4.2,₹0
Uttarakhand,Nainital,Sunrise at Tiffin top,29.383629,79.450561,Natural Landscapes & Wildlife,4.5,₹0
Uttarakhand,Nainital,Shop at Tibetan  market,29.389300,79.453900,Shopping & Markets,4.2,₹0
Uttarakhand,Nainital,Shop at Mall road,29.387912,79.422250,Shopping & Markets,4.5,₹0
Uttarakhand,Nainital,Naina Devi temple,31.306417,76.535817,Religious & Spiritual Pilgrimages,4.6,₹0
Uttarakhand,Nainital,Pangot and Kilbury bird sanctuary,29.418300,79.446501,Natural Landscapes & Wildlife,4.2,₹0
Uttarakhand,Nainital,Cheena peak,29.408213,79.437616,Adventure & Outdoor Activities,4.7,₹0
Uttarakhand,Rishikesh,Laxman Jhula,30.125907,78.330882,"Adventure & Outdoor Activities, Sightseeing & Exploration",4.4,₹0
Uttarakhand,Rishikesh,Triveni Ghat,30.103881,78.299100,Religious & Spiritual Pilgrimages,4.3,₹0
Uttarakhand,Rishikesh,Vashishta Gufa,30.114270,78.432033,Religious & Spiritual Pilgrimages,4.2,₹0
Uttarakhand,Rishikesh,Kunjapuri Devi Temple and camps,30.114270,78.432033,Religious & Spiritual Pilgrimages,4.9,₹0
Uttarakhand,Rishikesh,Neer Garh waterfall,30.140984,78.345366,Natural Landscapes & Wildlife,4.4,₹0
Uttarakhand,Rishikesh,Beatles Ashram,30.112768,78.312159,"Arts, Science & Literature Attractions",4.4,₹0
Uttarakhand,Rishikesh,Camp on banks of Ganges,27.403640,83.009124,Adventure & Outdoor Activities,4.7,₹0
Uttarakhand,Rishikesh,Ram Jhula,30.123798,78.314133,Religious & Spiritual Pilgrimages,4.6,₹0
Uttarakhand,Rishikesh,Neelkantha Mahadeva Temple,30.081059,78.340565,Religious & Spiritual Pilgrimages,4.5,₹0
Uttarakhand,Rishikesh,Bharat Mandir,20.593684,78.962880,"Religious & Spiritual Pilgrimages, Cultural & Heritage Sites",3.8,₹0
Uttarakhand,Rishikesh,Kunjapuri Devi,30.102710,78.185053,Religious & Spiritual Pilgrimages,5.0,₹0
Uttarakhand,Rishikesh,Bhootnath Temple,30.116600,78.318100,"Religious & Spiritual Pilgrimages, Cultural & Heritage Sites",4.5,₹0
Uttarakhand,Rishikesh,Devprayag Sightseeing,30.145947,78.599293,Sightseeing & Exploration,4.1,₹0
Uttarakhand,Haridwar,dip in Bramhakund,29.957000,78.171100,Religious & Spiritual Pilgrimages,4.8,₹0
Uttarakhand,Haridwar,Ganga arti at Har-ki-Pauri ghat,29.957361,78.174969,"Religious & Spiritual Pilgrimages, Sightseeing & Exploration",4.6,₹0
Uttarakhand,Haridwar,Neel Dhara Pakshi Vihar,29.960000,78.160000,Natural Landscapes & Wildlife,4.0,₹0
Uttarakhand,Haridwar,Moti Bazar,33.613652,73.059080,Shopping & Markets,4.3,₹0
Uttarakhand,Haridwar,Jwalapur Bazar,29.926773,78.107106,Shopping & Markets,4.1,₹0
Uttarakhand,Haridwar,Bara Bazar,22.581741,88.354397,Shopping & Markets,4.5,₹0
Uttarakhand,Haridwar,Kankhal Bazar,29.927081,78.143726,Shopping & Markets,3.8,₹0
Uttarakhand,Haridwar,Har Ki Pauri,29.957361,78.174969,"Religious & Spiritual Pilgrimages, Sightseeing & Exploration",4.5,₹0
Uttarakhand,Haridwar,Chandi Devi Temple,29.933765,78.180547,Religious & Spiritual Pilgrimages,4.4,₹0
Uttarakhand,Dehradun,Shiv Mandir,30.408000,78.086700,Religious & Spiritual Pilgrimages,4.5,₹0
Uttarakhand,Dehradun,Mindrolling monastery,30.261542,77.997710,Cultural & Heritage,4.3,₹0
Uttarakhand,Dehradun,Mall road,30.201179,78.236708,Shopping & Markets,4.7,₹0
Uttarakhand,Dehradun,Lakshman jhila bridge,30.126380,78.330058,Sightseeing & Exploration,4.0,₹0
Uttarakhand,Dehradun,Rajaji National Park,30.015420,78.152398,Natural Landscapes & Wildlife,4.6,₹0
Uttarakhand,Dehradun,Santala Devi temple,30.371780,78.016376,Religious & Spiritual Pilgrimages,3.8,₹0
Uttarakhand,Dehradun,Indira market,30.325000,78.043600,Shopping & Markets,4.7,₹0
Uttarakhand,Dehradun,Pacific mall,43.826302,79.306259,Shopping & Markets,4.9,₹0
Uttarakhand,Dehradun,Paltan Bazaar,26.179229,91.753273,Shopping & Markets,3.7,₹0
Uttarakhand,Mussoorie,Camel's back road,30.460369,78.072807,Sightseeing & Exploration,4.6,₹0
Uttarakhand,Mussoorie,Jabarkhet nature reserve,30.454200,78.116095,Natural Landscapes & Wildlife,4.3,₹0
Uttarakhand,Mussoorie,Bhadraj Temple trek,30.479297,77.953670,Religious & Spiritual Pilgrimages,4.7,₹0
Uttarakhand,Mussoorie,Walking towards the Happy Valley from Library Head,30.459789,78.064372,Sightseeing & Exploration,5.0,₹0
Uttarakhand,Mussoorie,"Skywalk ,zipswings in Mussoorie",30.459789,78.064372,Adventure & Outdoor Activities,4.9,₹0
Uttarakhand,Mussoorie,Library Bazaar,30.460255,78.063945,Shopping & Markets,3.9,₹0
Uttarakhand,Mussoorie,Kulri Bazaar,30.455436,78.078854,Shopping & Markets,3.8,₹0
Uttarakhand,Mussoorie,Mall road,30.459821,78.064535,Shopping & Markets,4.7,₹0
Uttarakhand,Mussoorie,Mussoorie lake,30.459789,78.064372,Natural Landscapes & Wildlife,4.8,₹0
Uttarakhand,Auli,Auli Gorson Trek,30.066753,79.019300,Adventure & Outdoor Activities,4.4,₹0
Uttarakhand,Auli,Chattrakund Lake,30.066753,79.019300,Natural Landscapes & Wildlife,4.3,₹0
Uttarakhand,Auli,Trishul Peak,30.311667,79.776667,Natural Landscapes & Wildlife,4.4,₹0
Uttarakhand,Auli,Joshimath Market,30.556109,79.561676,Shopping & Markets,3.8,₹0
Uttarakhand,Auli,Auli Ski Resort,30.530887,79.561512,Adventure & Outdoor Activities,4.5,₹0
Uttarakhand,Ranikhet,Bhalu dam,29.620414,79.477573,Natural Landscapes & Wildlife,4.3,₹0
Uttarakhand,Ranikhet,Jhula Devi temple,29.618138,79.444016,Religious & Spiritual Pilgrimages,4.2,₹0
Uttarakhand,Ranikhet,Joshimath Market,30.556109,79.561676,Shopping & Markets,4.8,₹0
Uttarakhand,Ranikhet,Sadar bazaar,28.658511,77.212731,Shopping & Markets,4.4,₹0
Uttarakhand,Ranikhet,Binsar Mahadev Mandir,30.016628,79.162087,Religious & Spiritual Pilgrimages,4.0,₹0
Uttarakhand,Ranikhet,Rani Jheel,29.639789,79.430101,Natural Landscapes & Wildlife,3.8,₹0
Uttarakhand,Uttarkashi,Gangotri Temple,30.994409,78.941183,Religious & Spiritual Pilgrimages,4.8,₹0
Uttarakhand,Uttarkashi,Yamunotri,31.013986,78.459956,Religious & Spiritual Pilgrimages,4.2,₹0
Uttarakhand,Uttarkashi,Kedar Tal,30.909897,78.958167,Adventure & Outdoor Activities,4.6,₹0
Uttarakhand,Uttarkashi,Harsil,31.038307,78.737702,Natural Landscapes & Wildlife,4.2,₹0
Uttarakhand,Uttarkashi,Jalmanga Shivling,30.876944,79.065556,Religious & Spiritual Pilgrimages,4.7,₹0
Uttarakhand,Uttarkashi,Vishwanath temple,30.728888,78.441395,Religious & Spiritual Pilgrimages,4.7,₹0
Uttarakhand,Uttarkashi,Gaumukh glacier,30.871274,79.101574,Natural Landscapes & Wildlife,4.6,₹0
Uttarakhand,Uttarkashi,Nachiketa lake,30.644715,78.470814,Natural Landscapes & Wildlife,4.4,₹0
Uttarakhand,Uttarkashi,Dayara Bugyal  trekking and camping,30.731136,78.443857,Adventure & Outdoor Activities,4.8,₹0
Uttarakhand,Uttarkashi,Shakti temple,30.728982,78.441686,Religious & Spiritual Pilgrimages,5.0,₹0
Uttarakhand,Uttarkashi,Dodital lake,30.898046,78.524939,"Natural Landscapes & Wildlife, Adventure & Outdoor Activities",4.6,₹0
Uttarakhand,Uttarkashi,Maneri dam,30.739167,78.528611,Sightseeing & Exploration,4.8,₹0
Uttarakhand,Kedarnath,Kedarnath,30.734627,79.066894,Religious & Spiritual Pilgrimages,4.5,₹0
Uttarakhand,Kedarnath,Adi Shankaracharya Samadhi,30.736124,79.066364,Religious & Spiritual Pilgrimages,4.8,₹0
Uttarakhand,Kedarnath,Bhairavnath temple,30.066753,79.019300,Religious & Spiritual Pilgrimages,4.6,₹0
Uttarakhand,Kedarnath,Trekking to Vasuki Tal,30.907039,79.171652,"Adventure & Outdoor Activities, Sightseeing & Exploration",4.7,₹0
Uttarakhand,Kedarnath,Sonprayag,30.632576,78.995275,"Adventure & Outdoor Activities, Sightseeing & Exploration",4.8,₹0
West Bengal,Kolkata,Howrah Bridge,22.544808,88.342558,Cultural & Heritage Sites,4.6,₹0
West Bengal,Kolkata,Ganga aarti,22.557886,88.351127,Religious & Spiritual Pilgrimages,4.6,₹0
West Bengal,Kolkata,St.Pauls Cathedral,22.545514,88.347316,Religious & Spiritual Pilgrimages,4.2,₹0
West Bengal,Kolkata,Tiretti Bazaar,22.572850,88.356000,Shopping & Markets,4.1,₹0
West Bengal,Kolkata,Princep Ghat,22.573909,88.355599,Cultural & Heritage Sites,4.3,₹0
West Bengal,Kolkata,Kumartali potter's quarter,22.555283,88.331170,"Arts, Science & Literature Attractions",4.4,₹0
West Bengal,Kolkata,Shopping at Chamba lama,22.600002,88.361268,Shopping & Markets,4.3,₹0
West Bengal,Kolkata,Burra Bazaar,22.559992,88.353137,Shopping & Markets,4.0,₹0
West Bengal,Kolkata,Dakshineswar Kali Temple,22.581741,88.354397,Religious & Spiritual Pilgrimages,4.7,₹0
West Bengal,Kolkata,Kalighat Kali Temple,22.654909,88.357531,Religious & Spiritual Pilgrimages,4.4,₹0
West Bengal,Kolkata,Belur Math,22.540138,88.396056,Religious & Spiritual Pilgrimages,4.7,₹0
West Bengal,Kolkata,Marble Palace,22.632657,88.356382,Cultural & Heritage Sites,4.4,₹0
West Bengal,Darjeeling,Tiger Hill,26.996667,88.294444,Natural Landscapes & Wildlife,4.5,₹0
West Bengal,Darjeeling,Chowk Bazaar,23.258784,77.401640,Shopping & Markets,4.8,₹0
West Bengal,Darjeeling,"Singalila National Park(camping, bird watching)",27.037135,88.076223,Natural Landscapes & Wildlife,4.7,₹0
West Bengal,Darjeeling,Lamhatta Eco Park,27.054891,88.352605,Natural Landscapes & Wildlife,4.7,₹0
West Bengal,Darjeeling,Lepchajagat village,27.012784,88.199242,Sightseeing & Exploration,4.2,₹0
West Bengal,Darjeeling,Mahakal temple,23.182905,75.768291,Religious & Spiritual Pilgrimages,4.8,₹0
West Bengal,Darjeeling,Everest museum,27.988121,86.924975,"Arts, Science & Literature Attractions",4.9,₹0
West Bengal,Darjeeling,Ring Mall,27.039700,88.264800,Shopping & Markets,4.5,₹0
West Bengal,Darjeeling,Dali Monastery,27.023730,88.254745,Religious & Spiritual Pilgrimages,4.3,₹0
West Bengal,Darjeeling,Ghoom monastery market,27.000838,88.243684,Shopping & Markets,4.4,₹0
West Bengal,Darjeeling,Teesta bazaar,27.066218,88.424636,Shopping & Markets,4.4,₹0
West Bengal,Darjeeling,Mall road,27.200000,88.150000,Shopping & Markets,4.9,₹0
West Bengal,Siliguri,Salugara monastery,26.767044,88.445223,Religious & Spiritual Pilgrimages,4.6,₹0
West Bengal,Siliguri,ISKON temple,26.729000,88.443300,Religious & Spiritual Pilgrimages,4.4,₹0
West Bengal,Siliguri,Hong Kong market,22.319304,114.169361,Shopping & Markets,4.4,₹0
West Bengal,Sundarbans,Kotka beach,21.844934,89.796090,Natural Landscapes & Wildlife,4.4,₹0
West Bengal,Sundarbans,Hiron point,21.816213,89.462605,Natural Landscapes & Wildlife,4.2,₹0
West Bengal,Sundarbans,Dublar Char island,21.772806,89.559196,Natural Landscapes & Wildlife,4.4,₹0
West Bengal,Murshidabad,Katra Masjid,24.184853,88.288056,Cultural & Heritage Sites,4.5,₹0
West Bengal,Murshidabad,Jahan Kosha cannon,24.178216,88.268791,Cultural & Heritage Sites,4.5,₹0
West Bengal,Murshidabad,Murshidabad District museum,24.175904,88.293333,Cultural & Heritage Sites,4.4,₹0
Kerala,Kochi,Mattancherry Palace,9.958300,76.259400,Cultural & Heritage Sites,4.2,₹2
Gujrat,Junagadh,Uparkot Fort,21.527573,70.459993,Cultural & Heritage Sites,4.3,₹5
Gujrat,Vadodara,Baroda Museum &Gallery,22.322327,73.165584,"Arts, Science & Literature Attractions",4.5,₹5
Uttar Pradesh,Kanpur,Kanpur Sangrahalaya museum,26.471533,80.361085,"Arts, Science & Literature Attractions",4.6,₹5
West Bengal,Murshidabad,Hazarduari Palace,24.186338,88.287673,Cultural & Heritage Sites,4.4,₹5
Andhra Pradesh,Visakhapatnam,Rishikonda Beach,17.782520,83.385115,"Adventure & Outdoor Activities, Natural Landscapes & Wildlife",4.4,₹10
Andhra Pradesh,Srisailam,Mallikarjuna Swamy Temple,15.912900,79.739988,Religious & Spiritual Pilgrimages,4.5,₹10
Andhra Pradesh,Kurnool,Kurnool fort,15.832389,78.054495,Cultural & Heritage Sites,4.7,₹10
Bihar,Patna,Patna museum,25.612727,85.133273,Cultural & Heritage Sites,4.5,₹10
Goa,Goa,Dr. Salim Ali Bird Santuary,15.513000,73.870400,Natural Landscapes & Wildlife,3.9,₹10
Gujarat,Ahmedabad,Kankaria Lake,23.023189,72.587909,Natural Landscapes & Wildlife,4.5,₹10
Himachal Pradesh,Shimla,Kuthar Fort,30.973090,76.967187,Cultural & Heritage Sites,4.3,₹10
Karnataka,Mangalore,Kadri Park,12.888980,74.856223,Sightseeing & Exploration,4.3,₹10
Madhya Pradesh,Indore,Rajwada Palace,22.718442,75.855067,Cultural & Heritage Sites,4.4,₹10
Maharashtra,Pune,Sinhagad Fort,18.366277,73.755878,Cultural & Heritage Sites,4.6,₹10
Maharashtra,Aurangabad,Daulatabad Fort,19.946133,75.221652,Cultural & Heritage Sites,4.8,₹10
Maharashtra,Satara,Sajjangad Fort,17.648513,73.915789,Cultural & Heritage Sites,4.6,₹10
Odisha,Keonjhar,Hadargarh reservoir,21.628933,84.794091,Natural Landscapes & Wildlife,3.9,₹10
Puducherry,Puducherry,Pondicherry museum,11.934488,79.834850,"Arts, Science & Literature Attractions",4.4,₹10
Tamil Nadu,Madurai,Alagar Kovil temple,9.939500,78.071976,Religious & Spiritual Pilgrimages,3.8,₹10
Tamil Nadu,Madurai,St. Mary's cathedral,9.915090,78.067210,Religious & Spiritual Pilgrimages,4.9,₹10
Tamil Nadu,Rameswaram,Kalam national memorial,9.317583,79.312949,Cultural & Heritage Sites,4.7,₹10
Tamil Nadu,Kanyakumari,Padmanabhapuram palace,8.077807,77.555870,Cultural & Heritage Sites,4.1,₹10
Tamil Nadu,Coimbatore,Racing events at Chettipalayam,10.972490,76.959056,Adventure & Outdoor Activities,4.4,₹10
Tamil Nadu,Kodaikanal,Night Safari,10.234359,76.955832,Adventure & Outdoor Activities,4.3,₹10
Tamil Nadu,Kodaikanal,Bear Shola falls,10.180763,77.486396,"Sightseeing & Exploration, Natural Landscapes & Wildlife",4.6,₹10
Tamil Nadu,Mahabalipuram,Krishna's Chunk,11.127123,78.656894,Sightseeing & Exploration,4.5,₹10
Uttar Pradesh,Agra,Sheesh Mahal,31.589940,74.313181,Cultural & Heritage Sites,4.0,₹10
West Bengal,Darjeeling,Darjeeling Rock garden,27.026286,88.236347,Natural Landscapes & Wildlife,5.0,₹10
Delhi,Delhi,Jantar Mantar,28.627055,77.216627,"Arts, Science & Literature Attractions",4.2,₹15
Madhya Pradesh,Ujjain,Kaliadeh Palace,23.249072,75.777966,Cultural & Heritage Sites,4.0,₹15
Maharashtra,Nagpur,Raman Science Centre,21.145901,79.094126,"Arts, Science & Literature Attractions",4.5,₹15
Tamil Nadu,Chennai,National Art gallery,13.069691,88.347316,"Arts, Science & Literature Attractions",4.2,₹15
Uttarakhand,Mussoorie,Kempty Falls,30.487800,78.036700,Natural Landscapes & Wildlife,4.2,₹15
Andhra Pradesh,Kurnool,Mahanandi village,15.470732,78.625408,Sightseeing & Exploration,4.6,₹20
Assam,Guwahati,Assam state museum,26.185175,91.752077,Cultural & Heritage Sites,4.7,₹20
Delhi,Delhi,National Gallery of Modern Art,28.610193,77.234418,"Arts, Science & Literature Attractions",4.5,₹20
Gujrat,Junagadh,Sakkarbaug Zoological Park,21.524748,70.470053,Natural Landscapes & Wildlife,4.3,₹20
Gujrat,Bhuj,Aina Mahal Palace,21.084285,70.794441,Cultural & Heritage Sites,4.2,₹20
Gujrat,Vadodara,Sayaji Baug Zoo,22.311500,73.190000,Natural Landscapes & Wildlife,4.4,₹20
Haryana,Gurugram,Museum of folk and tribal art,28.470934,77.009967,"Arts, Science & Literature Attractions",4.7,₹20
